Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Sweden,SWE,9.43069387933197,-0.868634268489132,4.61250716462035,3.44348962839072,5.68463542731405,2.88427383192359,7.41344655016817,4.09820414164463,-4.15942500852185,-23.2000510374966,21.5939675366749,5.82740828919795,-7.15476519013797,-3.45995800422739,-1.1355963636429,5.5656329450503,0.462180234764787,3.76062769287834,2.36899682567004,-1.83142129156589,-5.58490665472128,17.8733150065586,2.75629177685074
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Switzerland,CHE,1.94662376171904,5.66588277836095,2.10097593920038,-0.293059724069238,1.26422832799244,4.38682524456557,6.63285215325355,4.97988529458088,3.28130631012911,-12.9022094042429,7.13247102765789,8.82742911858965,-2.58741772826788,2.18084957856294,1.37324782652699,0.607657473761009,3.9714769598812,5.11382282932202,5.29297080446757,3.16959773839802,-3.6854263419773,18.8969293204821,6.79796546624685
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Tanzania,TZA,4.84818399356928,5.00853715378713,7.43851543430006,8.96013978538079,9.37979353411258,9.57802131828538,8.39747365573653,8.62563771851947,11.3592285044927,4.4603789680219,8.93582689030272,6.67872781998729,4.20347778731023,3.71725592177314,9.96866767180242,7.10826749941846,10.8166239637502,8.23601221341204,8.2530675092169,4.50000000076895,2.53776162987111,4.79999999947245,5.00000000009253
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Thailand,THA,3.27656043028766,1.96389583822484,8.86231657738159,10.2012707292805,7.47241631127595,4.20122093605097,5.6611960602177,7.27135345071504,2.3701365574792,-3.31825594712049,11.406114925189,-4.863196250434,6.92421289401901,1.87969254848484,0.0327028651892789,1.50939006667303,2.25753237926006,2.90483221928757,3.46281923209557,-0.846653955735547,-5.54611383146089,4.92764045406015,0.381498896176936
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Timor-Leste,TLS,..,19.9509421592232,-5.27436697230415,0.179566255471556,-7.73432108082879,-7.57221887377302,-2.47797709501435,-4.738592332997,-7.26873903233893,-7.13291250456199,-13.6433104331626,-2.92176873614751,-10.7566366303801,0.220810676731233,10.3639716587402,36.1856685545432,17.0670437960918,37.0095375738486,2.75551082033216,39.486088418182,-11.2400455062571,-19.086274174713,41.9381082011327
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Togo,TGO,26.2295078360455,8.37505976210555,6.91752917646092,-8.91213259835978,-0.884473964212134,6.95189529869205,10.5121738368391,2.13386128162034,-4.71820448285735,7.45510446044793,1.06916283216445,4.23152425134138,-3.46022919726884,32.1637154936894,15.1270477965048,-1.76489566720787,15.3454293261293,-0.419222882686014,6.28934089601623,1.75856000362361,11.1205254281373,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Tonga,TON,-3.01693489980607,-0.471895116260072,4.70437985335872,3.68101099293638,8.58190847728947,-4.87168771669143,-1.37974796820723,8.3413074860796,-2.65348426849302,-2.13860975700372,0.513317481567327,2.50258926246276,1.86103159642224,1.88986032626079,0.880687657666073,3.01483894988172,7.40804007631186,1.52660637695912,-1.78858517586572,-4.82026829636843,3.69553713176927,-11.3855575401888,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Trinidad and Tobago,TTO,6.03685286198984,9.77547296912611,3.80169597703134,12.1686762300205,8.10781200140262,13.476394705811,10.78352048861,16.3363822983553,4.10160494771577,1.87625390270063,1.49292129346365,-0.318285489419821,-3.71289414016141,0.0500533973518458,-2.31803074128923,1.92074539028808,-3.38991283958437,-2.28772423523678,-0.443256981294056,-2.93481013723412,-12.0931361476418,-0.0291205794698897,6.13951277945208
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Tunisia,TUN,5.73951206989835,6.85542809678559,0.81706993844297,0.73962001278089,2.39868475999047,1.30589611066804,4.06571743100814,8.68392982631781,4.29662150313173,-0.973999510962585,7.11945162240528,-0.707966866462243,1.23825126184987,0.688426700327199,0.459757479751659,-0.629334398497988,0.406255165217502,1.46847205841748,1.84713770589499,-0.861394881047048,-9.76132665446386,6.73803658871057,5.10151350110365
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Turkiye,TUR,7.49610833857406,-8.6140228385969,4.39720992150166,9.73334771032512,13.4754774893424,9.52460302132336,9.60167189669392,6.71159437371251,0.460090715556788,-8.95616892231841,9.17341782648367,20.2335013354053,2.16741014800954,9.81389054247774,5.61221535847238,5.920117891866,4.00966907815894,9.26570857703688,1.42138549460185,-2.25812373049145,3.0175781570204,18.6447791457863,4.32517687166197
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,6.05526161081717,6.990022172949,-3.23817418786592,-0.972727921753417,-0.675882702809872,-2.94694055309573,-2.99528831052277,-2.99911337265333,-2.49970194332948,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Uganda,UGA,5.51055186280782,3.70773781877094,6.74793283937942,4.42576010129672,6.30661907307687,9.45471397089592,7.28767190589924,5.63456581926143,7.25613140334687,10.0370672610443,4.52278710793037,7.79389993348931,2.69878842343519,-2.47572081753435,2.16021571775306,11.6334223931262,0.595060055852343,3.56981014216473,4.6246635718107,7.70122074004792,1.25559548911191,2.20517399561568,3.83584037291678
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Ukraine,UKR,12.7999970622579,12.592014604558,10.6188788786171,16.9566656422138,12.0059023882437,-0.162873797621415,8.4245061753501,9.7345003646973,-4.71075525912478,-21.5999410071828,4.35638077467671,3.13046570884306,-2.2035359559718,-9.71171588943956,-11.2726241620433,-15.2327804007405,3.66693815998661,3.99765328283088,1.65345420835767,0.861959855258249,-5.76368041545604,1.97932244825489,-43.1
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,United Arab Emirates,ARE,..,..,2.89679789540767,4.28761493507581,7.916620107586,6.57240564671906,7.2605642900768,1.87286415845335,10.2676838098887,-14.0526802166438,2.39153480932362,6.8446912630955,-5.98646862844475,5.98464069401517,2.12150011458601,17.2148513777924,11.9415131653604,3.5235027184832,0.811777945082298,3.97299648818074,2.41710700892457,11.2304958842631,8.74836354006057
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,United Kingdom,GBR,4.78278518507918,3.8814700554928,3.62418797451119,2.84251609086681,2.55448743014506,1.80006238749716,7.36984727980288,0.00161083488703184,-0.478962226333039,-9.38848852961853,-0.0589486032315278,-0.435523182500688,3.17330209448488,3.86333004313049,3.75592657132022,0.665758785435557,-1.44193734912704,1.73914918703947,4.26448536420729,0.494510192362313,2.23953502607455,1.56832532195227,-3.65519019057533
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,United States,USA,7.15388937063331,-4.01848370038471,1.16768408971777,5.53881765787054,7.0432413142758,2.91930668293988,5.77556485086679,3.41395448656843,-1.99695216542288,-9.57166582572917,5.79272289186478,0.468381934689006,-0.429646070718704,2.80984998585099,1.77198006187203,1.01521887909497,-0.296072065323401,3.35737217607333,4.2066138137194,1.56611283456154,-4.60240959440455,6.78970145213287,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Uruguay,URY,-3.85720539655988,-6.97582913522568,-5.84673700791622,4.99247020620106,7.6604639567972,13.3208022899084,4.79672223086109,8.30374128683442,8.13649626878126,5.24163846697499,2.55831364032106,1.97705147008671,-3.94999220046506,1.19814146138492,4.18497787455185,4.89822199505969,0.967369152947612,-2.94255408111577,5.35564703967421,-3.81501406996126,-5.71415539805561,7.57991136115821,0.0726511303481772
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,8.13166490069332,6.26240932572281,12.4640869041526,7.95697971809095,5.88663495067846,6.67994256822524,4.21637358019812,5.82987509339988,6.62130732451149,7.87196701439663,8.3021283000938,5.31666684303764
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Vanuatu,VUT,6.77966101694916,0.158730158730151,-28.1035393555203,-3.96767083027186,1.83626625860749,-2.02854996243425,34.6625766871166,-37.8132118451025,-4.39560439560439,14.176245210728,84.3959731543624,-7.59781619654231,-13.7863121614968,-5.9965733866362,9.84204131227217,-16.0951327433628,0.395517468688197,8.79842416283651,3.86240193120098,..,..,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,"Venezuela, RB",VEN,4.80030600231112,0.267327014608881,-13.7393262960518,-7.41366565589048,23.8621937407524,6.01138507989177,7.3310427429911,3.24164687005552,-9.13126313714388,-6.44686250890815,-3.43122367499723,3.82477076278012,1.78846853963866,-0.297469325009956,-7.22450291639419,..,..,..,..,..,..,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Viet Nam,VNM,11.6841906201284,11.3471318260129,11.5960279411256,11.5340998391264,10.8643019317817,12.9196878132997,13.3553671152248,12.3745677036723,9.78372031454364,2.76215613199841,-21.8387588661582,12.5913333727282,8.38180386621032,6.50015604541106,6.49836919198223,9.18577833245737,11.1402193222221,12.1260375967639,11.4803736312058,9.59482616638856,4.99213996309582,6.05333040217081,8.10184645613077
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,West Bank and Gaza,PSE,-4.44623738827471,-1.12097739552814,-23.8074909258449,35.0364903124386,5.69994616866137,26.7060910703726,-31.9798375805097,-3.55427473583093,45.4183266932271,8.80626223091976,20.4136690647482,-0.724421209858107,13.1723463477018,5.16484977399627,-9.11446811200304,-9.42346477501913,15.1412776412776,17.1512403307549,0.341530054644807,0.918992511912876,-15.6436200112423,2.46551609249018,4.92944007283604
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Zambia,ZMB,4.01122359581933,4.69459387144546,6.29124845146791,8.29499804730318,5.41720972753963,3.71757101396058,6.7290385332677,4.08486233325462,3.01481683720905,3.64315180080128,1.54926592789613,10.5973939075439,4.81069575544655,6.20587633249588,6.54601653803748,5.4172451143238,1.92170663681701,4.37347202157372,4.07135024787448,2.42660121763947,0.981206403899023,13.0979749441757,4.70735526399437
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Zimbabwe,ZWE,-10.9999960966657,-5.00000301501004,-13.0000036176653,-12.9999965514149,-9.99999780038431,4.0000005295371,-3.00000389711103,-4.99999989905426,-17.100001396239,7.54000204865184,72.6328865996781,13.8261626588828,5.32505489729729,-0.760518896207032,-5.11091499949224,0.146424574782841,0.541750656637745,1.33256459786777,1.38791339115134,-10.8011462210905,-18.4951673893647,1.19873276799451,1.61697102058579
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Africa Eastern and Southern,AFE,3.85472161805329,1.39296057689889,2.60062814134588,-0.0494092576458627,4.9473754513389,5.38515805973417,5.7904131338135,5.34033864574572,2.47104630356523,-5.38018952280289,6.33959302286011,4.45054671454632,2.72389297127538,2.96799303835343,0.716233628506842,3.59694059020863,3.47685363037272,1.98944534070247,2.33564608346781,1.2797570672459,-6.71267898273724,5.68757472256492,1.82461632961505
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Africa Western and Central,AFW,1.3795804510555,4.04039589269533,15.0104318539806,-7.22099859564841,0.394164623248287,6.64475426022975,1.05277955125258,3.17170286526121,4.15187331656782,3.18521976875965,2.2050753798825,11.6992943726579,9.16353620011516,13.8598344370013,9.65095369483997,0.36437249758751,-0.329570621232364,1.8462638126225,3.96599896227255,2.43796848903264,-3.41316440528956,4.34491586609363,2.54187308438347
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Arab World,ARB,..,..,3.26239289833634,4.06548656116188,5.1851044324396,5.63758895343163,4.37156633050621,4.65286872666802,6.52080688290127,-0.661301589807778,4.62993057860108,3.61910759841331,1.6922172036677,1.61803079697118,3.54293281075367,4.89751959189381,4.80443278476885,2.09915715295159,0.512464331328204,0.701655449404541,-5.93464258326189,5.0890124670876,6.57507656208061
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Caribbean small states,CSS,6.3652436451993,3.38569944732218,0.0053202081662107,7.0244975583182,6.34118073962522,6.6612749199287,5.5318385642491,7.74294362489513,2.31576616786531,-1.91764811382961,0.976714510093288,0.401949498798743,-3.36973609660647,0.258059176463178,-1.79737117246341,1.13879018716274,-1.70130407098654,0.331542791574279,0.158363845536641,-1.38941312103609,-9.8302230754733,-1.70778175499953,4.67961012067826
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Central Europe and the Baltics,CEB,5.95729723082567,4.83576294182538,4.62123026552842,7.35198274205986,9.62140216308312,6.82911748468047,12.5396624126199,7.46665385422254,6.28901601010952,-8.40522267521803,10.3464565923905,6.75402218416674,-2.2887220502562,-1.78354265359226,8.86273265525249,6.93638611703413,3.46122794930605,4.68250379727115,4.92853385011058,4.10953313102578,-7.51682171953959,3.53837338343403,7.91292068248306
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Early-demographic dividend,EAR,6.07334995177391,-0.245852059111769,1.61462513843651,4.71201821061678,6.2138094079188,6.47180341069546,7.4509173986812,4.57603432114036,2.76636557701464,-1.66894170757492,7.17786752023792,5.5257568533639,3.22507797968868,3.16118940255248,4.65165160887975,5.14059249248675,3.95463646044153,4.91817525462946,2.84058734824823,0.19442109424881,-2.75071148935625,9.03643311292244,4.48323588252669
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Euro area,EMU,5.89204037992315,1.65906979380337,-0.363796618436069,0.640513555136366,2.64719230402142,1.88158461088214,5.23955327151128,3.9064415769746,-2.66309038648029,-14.8154588333996,9.78719136757489,4.38423673445207,-2.33350063607655,-0.531874258967719,3.29891958101834,4.4581163635861,2.50070942669767,3.69878043698,1.92204821518571,0.358772085305191,-6.99939777996167,10.7608382863449,2.66449753093154
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Europe & Central Asia,ECS,5.62342096700084,1.88126299504492,0.730666955921706,1.9571400514655,3.72856689235029,2.62360189310988,6.21236992910308,4.09442846600454,-1.3966832237939,-13.5097344283519,8.5934308469818,5.20250619934266,-1.13628648063947,0.512294562631197,3.30923339024348,3.51591616127229,2.21155214224133,4.05959244505082,2.60879334486805,0.859320831520648,-4.83564434099253,9.87027071266485,2.51985874159728
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Europe & Central Asia (excluding high income),ECA,..,..,..,9.44793655618558,10.1350589511368,5.99361595423682,7.71227396985006,7.34424351681841,-0.799482033060329,-12.0940353873784,8.65473039589173,11.7585393543017,3.58707134004189,4.082517349451,2.22242567968291,1.23229522553332,2.5080442454227,6.40871053498915,2.8764771393667,1.06747815232615,1.46238676098072,10.8351529753646,0.0939456675604191
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,9.29948411038872,10.227646408406,5.58837465196376,8.7019661583543,7.56727334770231,1.66691737907571,-9.62138534626469,8.58541361024623,10.4791351027264,2.00372106914968,2.49029154032216,4.16447979483507,2.46050914421754,2.9307371598527,5.72682372110566,3.5729666569261,1.7478527629176,-0.517622869134016,8.53168637861155,2.21249603905022
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,European Union,EUU,5.91460175702298,1.68526504339368,0.0303076201475108,1.02876962526909,3.15130922316249,2.15245687723768,5.86373060154162,4.12934218947689,-1.92413186511369,-14.4149787154836,10.0203932645724,4.69956295577003,-2.44823607202285,-0.726889915583143,3.58261555467136,4.62906692947638,2.61951502308631,3.91302707781627,2.20212573490474,0.719465082005883,-6.99470828557602,10.3134412356731,3.56458899286301
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Heavily indebted poor countries (HIPC),HPC,0.382855400449571,1.79890363679066,5.7564868151986,2.9204291783922,5.07904029887828,4.3210897963119,4.0353683155198,3.84301993321587,2.36401632618733,1.04484833337987,2.44912988395566,5.27972677358636,5.10332159343557,4.58528666215561,4.28702843370539,6.70756631134329,5.77003364046409,5.69526659086735,6.08720261691886,5.32514880826113,-1.03570007998059,5.29125788900477,2.8002856286142
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,High income,HIC,6.55198608584151,-1.44955370085673,1.04589467388701,3.37266039583153,5.20055049465947,3.17324054282805,5.41036978480911,3.99109089693172,-1.08634459968927,-11.6709585394057,9.10804446684126,2.12053931966405,-0.207346646956836,1.12709459803632,2.81531838408004,2.44630642307943,1.114733441825,3.6094074384072,3.26510213072875,0.66558309587073,-4.70193790713911,8.17312695926897,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,IDA blend,IDB,0.33806115580515,5.16896248844003,9.84049213119262,-2.35409439459323,6.00516943279045,7.71776962815565,5.90203161703326,4.20133769046367,3.58993473363518,-0.169154589309557,3.7569718356514,9.20945738343613,6.56234489695339,12.1330065257609,8.92368679897697,1.7028629691489,0.671594074386491,2.22415082129268,4.27487536871523,2.62568215968525,-3.4315860705162,6.89034344459627,5.99127411857224
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,IDA only,IDX,3.23330653241855,1.720616506497,4.34439557670139,4.12052663685697,5.64435597677371,5.22750019262847,5.69197983789154,5.87414341020866,4.40255163918313,2.07835050686154,4.63215227164181,6.49876338672036,5.96216758757305,6.56073115837421,5.62728467162965,7.90347860503758,7.2992449483265,6.70731225090451,7.78239442601159,7.40696933144432,-1.7503206727081,6.16669048615451,4.59318111398879
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,IDA total,IDA,1.72029134809146,3.49218488027194,7.21349651188976,0.709469956183355,5.82848842349509,6.50047083588609,5.79999489473128,5.04627055180713,4.00690937957329,1.02761306685942,4.2290678786861,7.74889252862259,6.24271185035681,9.17324746831467,7.21435683050122,4.87056047947698,4.14964226025117,4.64564572334704,6.20672019887134,5.2970250715056,-2.47342736989434,6.48483010851824,5.2128922104643
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Latin America & Caribbean,LCN,5.25333701282149,-1.21394911838337,-1.16091604115563,2.74370151981688,6.18226766411267,3.43575236173601,4.32751586241463,4.15599683682237,2.13149429539286,-7.93716883325413,7.54739162233365,4.08430984199826,0.908934942881274,1.58351554410856,-0.457389206721544,-0.779031561249681,-1.37699346716428,2.05385799273851,1.11086129559568,-0.794203846055353,-7.27394042577633,8.77767366008995,3.11355524016277
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Latin America & Caribbean (excluding high income),LAC,5.3909473355981,-1.22972467693653,-1.21835881021462,2.73088531987847,6.23019187310861,3.26677064710883,4.27669467486764,4.14461919778759,2.03449291207318,-8.27819792899378,7.82272313695354,3.94370745141777,0.804012479601511,1.61510994751166,-0.555068005369634,-0.963233491314838,-1.45252216769708,2.18919286319614,0.918625209644787,-0.726047733489949,-7.38102387897477,8.86357824667465,3.36555110406711
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Latin America & the Caribbean (IDA & IBRD countries),TLA,5.25923061218469,-1.21105700663119,-1.18073079079204,2.81195343955891,6.24088106616256,3.35013351947164,4.31614989701356,4.08242733070232,2.0846348285399,-8.08873408267613,7.67931748103526,4.09089000223067,0.881862821772543,1.58351083340523,-0.401282435072801,-0.90086235760981,-1.30727733839667,2.12104815089513,1.15493287794055,-0.705180687040382,-7.14440451301759,9.15601966898842,3.23503824610241
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Least developed countries: UN classification,LDC,1.78444655537446,2.74201832347323,5.17748364397906,3.8175879291438,6.56804262797677,5.51886218660043,6.21951365084554,6.31596825982305,4.38788701735567,3.60712976100494,4.51405974840333,7.80888614801263,7.12173927900797,7.33100853698917,6.04286696972973,9.2383500809545,8.53317248233591,6.63964965249757,7.67090233130115,7.59683303099798,-1.34449708878228,5.12386266699181,6.73240806907867
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Low income,LIC,-3.5584642273258,-3.30930010840692,5.16714386748301,1.00918620753751,5.26310184461217,4.18693522419315,2.31289685000577,5.88527448138025,3.42939925683126,2.04669595979539,2.04044666154155,4.60487269192302,4.12292965292831,5.32303963464229,5.08796305299497,8.9792850045401,6.24896463436598,6.61041172498622,5.31200083526264,6.2241595248325,-0.484196564835131,2.36966418135923,1.85252180639503
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Lower middle income,LMC,6.07283877315928,4.21649125608656,7.16496155962218,5.40820021899778,5.8785612241962,7.42963335075177,9.15832099997391,5.66127044118485,4.27444716817126,3.32118388055736,4.31875809283096,4.38972266733968,3.86101887122136,4.02947350739524,6.24337794038495,6.22499629216367,6.18130153238796,5.91702415580116,4.77641201727023,1.07212356902824,-0.142330821838868,7.56511746952162,3.58953756087992
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Middle East & North Africa,MEA,7.58317139945726,2.59627408021447,3.30363605013505,4.74050473783501,4.58376051775736,6.99955654940796,4.79777001244621,4.24232248926042,4.71863908067253,0.0288232278731044,6.72307810718063,3.81429771279163,0.544074618642583,0.362503471454744,3.52057631559892,2.2937809884063,4.39207395279959,2.71338197380781,0.735289789101429,0.986305417907673,-3.10794537264162,4.75135770127089,7.11584753800454
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Middle East & North Africa (excluding high income),MNA,5.15492023853558,4.83185988524298,5.88007269882804,4.50187324704166,2.61375553311829,6.23908581832883,3.44646885355566,3.56606360552341,3.8206401149062,2.13027176637624,5.0291167803238,0.858210691153772,-1.01558599160691,-2.24822897063652,3.16675213579076,-2.01096858776727,4.10160308080884,2.44690730656157,-0.00369359140400149,0.345916351219813,-0.929788127353021,2.14085396081123,6.36681203881821
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Middle East & North Africa (IDA & IBRD countries),TMN,5.24415280466353,4.88209109185466,6.11624392489398,4.37086193164025,2.59662341933185,6.12203237322268,3.68837544856618,3.59738847806011,3.6502705415991,2.09191100061462,4.93490201283902,0.869332357515034,-1.11371385373806,-2.30690707772332,3.2713754338628,-1.95539529098636,4.02514032381609,2.33417932102513,-0.00672338561241759,0.340869333167817,-0.798525911783258,2.13839106871241,6.37788346028705
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,North America,NAC,7.32455544041792,-3.98457534303485,1.22863157624163,4.91265646001796,6.64481447242558,2.84371605457471,5.16762486499856,2.91920926644644,-2.23968324375144,-9.86789916374475,5.72797268236044,0.667970475550788,-0.300943132241457,2.5903990282527,1.85318291438182,0.984461544721896,-0.276469270674411,3.26090564807164,4.12913801508137,1.46028679029453,-4.93113500241195,6.65566584626605,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,OECD members,OED,6.54978491969278,-1.51370909290371,0.741260333736065,3.1794911262715,5.0151243771476,3.05508508253884,5.34531022051503,3.74251624817789,-1.34238506834684,-11.9816548515866,8.72486400292615,2.14628561721368,-0.0864065377679992,1.13299978391856,2.64020941507293,2.48868073505464,0.952520840183197,3.57071565693204,3.19984792208869,0.603922678364782,-5.05262653238553,8.27575778500018,..
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Other small states,OSS,..,5.62487665946358,5.60028136367052,4.5806892161049,2.4578357600074,10.7786454908545,3.53959424468795,8.64331947156387,10.5103186188264,1.44008916900158,8.12305565974411,6.60242655043197,2.25596824844784,3.28982571992753,3.4808906644141,2.24092536083829,2.94976148659478,1.56983975800441,4.09169799034652,0.132121906141094,-9.74925416121958,3.76063490408202,2.80117535398594
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Pacific island small states,PSS,-1.94277766918309,11.7504965982913,1.92670439516873,0.396192738619149,8.57126345586032,-11.8801816405326,5.33757386377836,-1.66697874090127,6.61724098585776,-5.99774412643221,4.77208027576799,-7.42650640185055,-1.45131811206984,2.85094289266037,7.09455063500147,0.634237359749406,6.40821850537172,4.22297586407738,-0.340717270639416,-1.37998403360479,-7.26020981618575,-1.72018549007039,1.02577680655178
